geneID	transcriptID	external_gene_name	chromosome_name	start_position	coef	p	p_adj
ENSMUSG00000100586	ENSMUST00000185220,ENSMUST00000226264,ENSMUST00000226510,ENSMUST00000226802,ENSMUST00000226981,ENSMUST00000227566,ENSMUST00000227692,ENSMUST00000227788,ENSMUST00000227855	Vmn1r90	7	14289399	0.124257912673114	9.6969465857695e-12	1.32970655971389e-08
ENSMUSG00000044043	ENSMUST00000052387	Pcdhb14	18	37580709	0.127352995261929	1.96098686446698e-11	2.55457758834113e-08
ENSMUSG00000045876	ENSMUST00000051163,ENSMUST00000192867	Pcdhb8	18	37488174	0.123959839299632	6.19619707508271e-11	7.68741517115262e-08
ENSMUSG00000036887	ENSMUST00000046285	C1qa	4	136623228	0.118406876067713	6.94827293242631e-11	8.22865013551978e-08
ENSMUSG00000073590	ENSMUST00000097608,ENSMUST00000192137	3222401L13Rik	18	37788504	0.126929141025958	9.9229182286655e-11	1.12405091969414e-07
ENSMUSG00000076441	ENSMUST00000102840,ENSMUST00000126474,ENSMUST00000130195,ENSMUST00000192802	Ass1	2	31360219	0.125994685581403	1.57393612787005e-10	1.70863882814693e-07
ENSMUSG00000030577	ENSMUST00000019248,ENSMUST00000108125,ENSMUST00000186154,ENSMUST00000186333,ENSMUST00000186354,ENSMUST00000187436,ENSMUST00000187585,ENSMUST00000187989,ENSMUST00000188157,ENSMUST00000189718,ENSMUST00000190170,ENSMUST00000190455,ENSMUST00000190617,ENSMUST00000190646,ENSMUST00000190753,ENSMUST00000214289	Cd22	7	30564827	0.127187221884642	2.48289845361901e-10	2.48805524271499e-07
ENSMUSG00000085773	ENSMUST00000136170	Gm16233	3	144653322	0.126078756812319	2.39959829182506e-10	2.48805524271499e-07
ENSMUSG00000103793	ENSMUST00000195823	Pcdhga6	18	37840092	0.117648149632018	3.03290475814827e-10	2.92664076180722e-07
ENSMUSG00000069516	ENSMUST00000092163	Lyz2	10	117113236	0.124021045079443	3.86413063946827e-10	3.59557356002522e-07
ENSMUSG00000060550	ENSMUST00000071951,ENSMUST00000076256,ENSMUST00000078205,ENSMUST00000116598,ENSMUST00000173016,ENSMUST00000173788	H2-Q7	17	35658131	0.121911754794468	4.95890673442376e-10	4.45515020891988e-07
ENSMUSG00000062488	ENSMUST00000076249	Ifit3b	19	34585370	0.119897234621394	6.60914282610486e-10	5.7398202397112e-07
ENSMUSG00000028364	ENSMUST00000030056,ENSMUST00000107371,ENSMUST00000107372,ENSMUST00000107377	Tnc	4	63878022	-0.119825563379964	7.81145984195337e-10	6.56515402329849e-07
ENSMUSG00000021070	ENSMUST00000001652	Bdkrb2	12	105529485	0.120864018374464	1.22866424999957e-09	1.00036307404652e-06
ENSMUSG00000074896	ENSMUST00000102825	Ifit3	19	34560931	0.117635098075532	2.08556374293801e-09	1.64658417450021e-06
ENSMUSG00000033880	ENSMUST00000043722,ENSMUST00000106290,ENSMUST00000127054,ENSMUST00000141459,ENSMUST00000144529	Lgals3bp	11	118283577	0.117592396737419	2.22140483405644e-09	1.68134447981727e-06
ENSMUSG00000059182	ENSMUST00000078214,ENSMUST00000203313,ENSMUST00000203948,ENSMUST00000204178,ENSMUST00000204778,ENSMUST00000205112,ENSMUST00000205174	Skap2	6	51834402	0.121119050354318	2.25865728078623e-09	1.68134447981727e-06
ENSMUSG00000000290	ENSMUST00000000299,ENSMUST00000130059,ENSMUST00000131023,ENSMUST00000153541,ENSMUST00000156644	Itgb2	10	77366086	0.117025047807781	2.68581245352288e-09	1.9437821573357e-06
ENSMUSG00000024810	ENSMUST00000025724,ENSMUST00000120388,ENSMUST00000136850,ENSMUST00000144528,ENSMUST00000177518	Il33	19	29902514	0.115710960875744	3.10566337152661e-09	2.12934088109879e-06
ENSMUSG00000026074	ENSMUST00000163854,ENSMUST00000168431,ENSMUST00000191657,ENSMUST00000191761,ENSMUST00000191865,ENSMUST00000191964,ENSMUST00000192194,ENSMUST00000192355,ENSMUST00000192509,ENSMUST00000192884,ENSMUST00000193514,ENSMUST00000193661,ENSMUST00000193682,ENSMUST00000194163,ENSMUST00000195259,ENSMUST00000195356,ENSMUST00000195636,ENSMUST00000195860	Map4k4	1	39940073	-0.117262038963324	3.0748988822698e-09	2.12934088109879e-06
ENSMUSG00000036036	ENSMUST00000069250,ENSMUST00000089968,ENSMUST00000172502,ENSMUST00000172527,ENSMUST00000172540,ENSMUST00000172580,ENSMUST00000173588,ENSMUST00000173921,ENSMUST00000174016,ENSMUST00000174470,ENSMUST00000174524,ENSMUST00000174672,ENSMUST00000174747	Zfp57	17	37312055	-0.107389310656134	3.74736645895751e-09	2.50343296722254e-06
ENSMUSG00000004707	ENSMUST00000004827,ENSMUST00000068878,ENSMUST00000111277,ENSMUST00000143463,ENSMUST00000146596	Ly9	1	171416192	0.114944863738823	4.05872272045917e-09	2.64364904397108e-06
ENSMUSG00000037625	ENSMUST00000046174	Cldn11	3	31204069	-0.116479802546896	5.14630480481768e-09	3.27028842401755e-06
ENSMUSG00000064215	ENSMUST00000066701,ENSMUST00000076702,ENSMUST00000076788,ENSMUST00000079294,ENSMUST00000085065,ENSMUST00000122905,ENSMUST00000140838,ENSMUST00000148824,ENSMUST00000153670	Ifi27	12	103400470	0.115111348608433	5.85860676492985e-09	3.63428906317815e-06
ENSMUSG00000057337	ENSMUST00000068690,ENSMUST00000135158,ENSMUST00000167915	Chst3	10	60017354	-0.115322501880963	6.98154650276368e-09	4.13402755870466e-06
ENSMUSG00000074480	ENSMUST00000172699	Mex3a	3	88439702	-0.1180752021127	6.85610149380491e-09	4.13402755870466e-06
ENSMUSG00000058655	ENSMUST00000169681,ENSMUST00000229122,ENSMUST00000229254,ENSMUST00000229400	Eif4b	15	101982208	0.11368520754952	7.32854294851253e-09	4.24306351067879e-06
ENSMUSG00000005397	ENSMUST00000005532,ENSMUST00000222142,ENSMUST00000222436	Nid1	13	13612136	-0.117696775881472	8.12492974595694e-09	4.601889556547e-06
ENSMUSG00000079293	ENSMUST00000112076,ENSMUST00000184581,ENSMUST00000184861,ENSMUST00000195589	Clec7a	6	129438554	0.116769290338836	8.73845969955618e-09	4.84408146834546e-06
ENSMUSG00000046764	ENSMUST00000060147,ENSMUST00000203367,ENSMUST00000204370,ENSMUST00000204579,ENSMUST00000205153	A530053G22Rik	6	60256028	0.115103906020111	1.06238817812226e-08	5.76655449849945e-06
ENSMUSG00000027199	ENSMUST00000028624,ENSMUST00000140808,ENSMUST00000154598	Gatm	2	122424948	0.112891834517796	1.17884430908376e-08	6.26808359772824e-06
ENSMUSG00000026104	ENSMUST00000070968,ENSMUST00000185743,ENSMUST00000186057,ENSMUST00000186186,ENSMUST00000186574,ENSMUST00000186857,ENSMUST00000188681,ENSMUST00000189075,ENSMUST00000189244,ENSMUST00000189336,ENSMUST00000189347,ENSMUST00000191435	Stat1	1	52158599	0.112393768762392	1.23679625213534e-08	6.44469791062682e-06
ENSMUSG00000040097	ENSMUST00000045517,ENSMUST00000086325,ENSMUST00000226460,ENSMUST00000227120,ENSMUST00000227733	Flywch1	17	23971767	0.0987409276574658	1.58160976588342e-08	8.0798550667307e-06
ENSMUSG00000022389	ENSMUST00000023024,ENSMUST00000109553,ENSMUST00000164673,ENSMUST00000166302,ENSMUST00000167138,ENSMUST00000168200,ENSMUST00000168632,ENSMUST00000169952,ENSMUST00000170027,ENSMUST00000172208	Tef	15	81686622	0.107393144749504	1.73957731588333e-08	8.71595142077388e-06
ENSMUSG00000115373	ENSMUST00000227166	Gm49194	14	45510707	-0.111973335782769	2.05422528519244e-08	1.00982614302649e-05
ENSMUSG00000049327	ENSMUST00000059580,ENSMUST00000100709,ENSMUST00000125588,ENSMUST00000134826,ENSMUST00000135667,ENSMUST00000138766,ENSMUST00000143722,ENSMUST00000147692,ENSMUST00000147969,ENSMUST00000154031,ENSMUST00000196860,ENSMUST00000198451,ENSMUST00000199798	Kmt5a	5	124577993	-0.108331614442683	2.22936148170736e-08	1.07562563045192e-05
ENSMUSG00000032580	ENSMUST00000035199,ENSMUST00000181993,ENSMUST00000182007,ENSMUST00000182022,ENSMUST00000182026,ENSMUST00000182073,ENSMUST00000182215,ENSMUST00000182304,ENSMUST00000182332,ENSMUST00000182371,ENSMUST00000182421,ENSMUST00000182422,ENSMUST00000182518,ENSMUST00000182659,ENSMUST00000182792,ENSMUST00000182836,ENSMUST00000182856,ENSMUST00000183248,ENSMUST00000183307,ENSMUST00000192130,ENSMUST00000193342,ENSMUST00000194400,ENSMUST00000194682,ENSMUST00000194801	Rbm5	9	107617570	-0.109165011138049	2.43419828573367e-08	1.15310185702737e-05
ENSMUSG00000030789	ENSMUST00000033053,ENSMUST00000205408,ENSMUST00000205460,ENSMUST00000206396	Itgax	7	127728719	0.113611149298394	2.76230906338354e-08	1.28516429173919e-05
ENSMUSG00000036905	ENSMUST00000046384	C1qb	4	136607440	0.103879551666072	2.90795834035444e-08	1.32919204560692e-05
ENSMUSG00000021509	ENSMUST00000021971	Slc25a48	13	56586168	0.108619194676003	3.23445485583043e-08	1.45293942782424e-05
ENSMUSG00000000184	ENSMUST00000000188,ENSMUST00000201066,ENSMUST00000201564,ENSMUST00000201637,ENSMUST00000201857,ENSMUST00000201902,ENSMUST00000201985,ENSMUST00000202363	Ccnd2	6	127102125	-0.10502206956111	3.6742534354327e-08	1.59548331677939e-05
ENSMUSG00000037321	ENSMUST00000041633,ENSMUST00000166287,ENSMUST00000166582,ENSMUST00000166853,ENSMUST00000168351,ENSMUST00000170086,ENSMUST00000171148	Tap1	17	34406527	0.109397988337435	3.64845824336763e-08	1.59548331677939e-05
ENSMUSG00000030124	ENSMUST00000032217,ENSMUST00000139571	Lag3	6	124881324	0.106407374291652	3.8528644380682e-08	1.61907306563595e-05
ENSMUSG00000033767	ENSMUST00000052342,ENSMUST00000191758,ENSMUST00000192095,ENSMUST00000192283,ENSMUST00000192811,ENSMUST00000193696,ENSMUST00000194432,ENSMUST00000194522,ENSMUST00000194993,ENSMUST00000195245,ENSMUST00000199411	Tmem131l	3	83804962	-0.107743687448021	3.83730411332618e-08	1.61907306563595e-05
ENSMUSG00000020661	ENSMUST00000020991,ENSMUST00000085826,ENSMUST00000111186,ENSMUST00000172509,ENSMUST00000172689,ENSMUST00000172719,ENSMUST00000172749,ENSMUST00000172816,ENSMUST00000172879,ENSMUST00000172913,ENSMUST00000173197,ENSMUST00000173700,ENSMUST00000174102,ENSMUST00000174272,ENSMUST00000174483,ENSMUST00000174733,ENSMUST00000174774,ENSMUST00000174817	Dnmt3a	12	3856007	-0.109103713914235	4.44205476505948e-08	1.780512228444e-05
ENSMUSG00000035226	ENSMUST00000044734	Rims4	2	163701671	-0.111150856594016	4.41084418705437e-08	1.780512228444e-05
ENSMUSG00000052915	ENSMUST00000037915,ENSMUST00000037930,ENSMUST00000107485,ENSMUST00000107487,ENSMUST00000126969,ENSMUST00000141016	Msl1	11	98686342	-0.100715365805364	4.40238589950435e-08	1.780512228444e-05
ENSMUSG00000047945	ENSMUST00000062356	Marcksl1	4	129407374	-0.107323252503147	5.03425403783822e-08	1.9873099197248e-05
ENSMUSG00000026879	ENSMUST00000028239,ENSMUST00000124323,ENSMUST00000139867,ENSMUST00000142324,ENSMUST00000201185,ENSMUST00000202899,ENSMUST00000202990	Gsn	2	35146392	-0.105520102643838	5.57425775234367e-08	2.16763748476958e-05
ENSMUSG00000025402	ENSMUST00000026469,ENSMUST00000099157,ENSMUST00000128780,ENSMUST00000129252	Nab2	10	127496787	-0.1071515683501	5.86042801061535e-08	2.2454057557143e-05
ENSMUSG00000103332	ENSMUST00000193869	Pcdhga2	18	37802006	0.0998088731429539	6.05195171517014e-08	2.28518188387019e-05
ENSMUSG00000086189	ENSMUST00000133653	Gm15462	3	30740234	0.109664398981185	6.20680020761312e-08	2.3101710372736e-05
ENSMUSG00000028174	ENSMUST00000029824,ENSMUST00000196999,ENSMUST00000197771	Rpe65	3	159304812	0.106812465734062	6.46794573880646e-08	2.37346279266005e-05
ENSMUSG00000060802	ENSMUST00000102476	B2m	2	121978167	0.101394883385497	7.29549963687997e-08	2.6399576047121e-05
ENSMUSG00000021327	ENSMUST00000070785,ENSMUST00000116433,ENSMUST00000116434,ENSMUST00000117721,ENSMUST00000145631,ENSMUST00000151467,ENSMUST00000223831,ENSMUST00000224820	Zkscan3	13	21571173	-0.110573656942708	7.41388452628494e-08	2.6460458554497e-05
ENSMUSG00000036896	ENSMUST00000046332,ENSMUST00000153104	C1qc	4	136617115	0.10012619263886	8.2108513813489e-08	2.89088543094141e-05
ENSMUSG00000031538	ENSMUST00000033941,ENSMUST00000210960,ENSMUST00000211033	Plat	8	23247743	-0.107229428794866	8.61678755226323e-08	2.99335710515555e-05
ENSMUSG00000114189	ENSMUST00000221601,ENSMUST00000221607	9330199G10Rik	13	19647017	0.107920418035406	9.36455302501592e-08	3.21031663833901e-05
ENSMUSG00000104346	ENSMUST00000073447	Pcdhga3	18	37807360	0.098286646376551	9.8236978287724e-08	3.32398211988099e-05
ENSMUSG00000044748	ENSMUST00000051017	Defb1	8	22266615	0.10818475988515	1.00938755607465e-07	3.32893460581885e-05
ENSMUSG00000071054	ENSMUST00000095224,ENSMUST00000182031,ENSMUST00000182159,ENSMUST00000182378,ENSMUST00000182454,ENSMUST00000182461,ENSMUST00000182533,ENSMUST00000182800,ENSMUST00000182913,ENSMUST00000182951,ENSMUST00000183041,ENSMUST00000183318	Safb	17	56891825	-0.104596285878829	1.00082967888662e-07	3.32893460581885e-05
ENSMUSG00000024665	ENSMUST00000025567,ENSMUST00000235937,ENSMUST00000238023	Fads2	19	10040129	-0.106707539217401	1.12318258832148e-07	3.65792489451598e-05
ENSMUSG00000078502	ENSMUST00000097794,ENSMUST00000105739,ENSMUST00000119718	Zfp268	4	145311736	0.106773241192594	1.35861429815605e-07	4.37004159557503e-05
ENSMUSG00000031328	ENSMUST00000033699,ENSMUST00000101454,ENSMUST00000114299,ENSMUST00000124950,ENSMUST00000127463,ENSMUST00000127924,ENSMUST00000130007,ENSMUST00000130203,ENSMUST00000133174,ENSMUST00000133288,ENSMUST00000133609,ENSMUST00000141528,ENSMUST00000144429,ENSMUST00000150554,ENSMUST00000156766	Flna	X	73267067	-0.104906374867825	1.50241574776465e-07	4.71613733641689e-05
ENSMUSG00000063632	ENSMUST00000079063	Sox11	12	27384263	-0.102486169937023	1.48449137827337e-07	4.71613733641689e-05
ENSMUSG00000031239	ENSMUST00000033591	Itm2a	X	106440705	-0.106498919374558	1.86930195785943e-07	5.78818921621018e-05
ENSMUSG00000057596	ENSMUST00000033211,ENSMUST00000071069,ENSMUST00000141063	Trim30d	7	104119221	0.107219969054453	1.88837062784166e-07	5.78818921621018e-05
ENSMUSG00000048191	ENSMUST00000062451,ENSMUST00000189314,ENSMUST00000190907	NA	NA	NA	-0.100975215963121	2.38352506145037e-07	7.22097231988696e-05
ENSMUSG00000039372	ENSMUST00000047786	Marchf4	1	72466271	-0.106362422333437	2.5368674171379e-07	7.59718892943801e-05
ENSMUSG00000028976	ENSMUST00000030826,ENSMUST00000132426,ENSMUST00000136610,ENSMUST00000151504	Slc2a5	4	150203740	0.104837577568154	2.56664244010981e-07	7.59901160620693e-05
ENSMUSG00000020527	ENSMUST00000020837,ENSMUST00000093969,ENSMUST00000123515,ENSMUST00000124152,ENSMUST00000124475,ENSMUST00000141173,ENSMUST00000141705	Myo19	11	84770974	-0.102673370855904	2.8594194062354e-07	8.37070934944462e-05
ENSMUSG00000024339	ENSMUST00000025197,ENSMUST00000127543,ENSMUST00000131105,ENSMUST00000138491,ENSMUST00000145528	Tap2	17	34422501	0.0978305752770865	2.99230141200759e-07	8.61022276020209e-05
ENSMUSG00000030428	ENSMUST00000032594,ENSMUST00000079415,ENSMUST00000119661,ENSMUST00000126971,ENSMUST00000128317,ENSMUST00000129423,ENSMUST00000130150,ENSMUST00000132400,ENSMUST00000134536,ENSMUST00000139789,ENSMUST00000140637,ENSMUST00000148760,ENSMUST00000148951,ENSMUST00000151959,ENSMUST00000153673,ENSMUST00000205971,ENSMUST00000206869,ENSMUST00000206987	Ttyh1	7	4122407	-0.0925184198377876	3.00733196890455e-07	8.61022276020209e-05
ENSMUSG00000104713	ENSMUST00000196520,ENSMUST00000199944,ENSMUST00000200045	Gbp6	5	105418568	0.102551510547313	3.27353269747237e-07	9.27050227173315e-05
ENSMUSG00000041460	ENSMUST00000037434,ENSMUST00000185965,ENSMUST00000186176,ENSMUST00000186203,ENSMUST00000186622,ENSMUST00000186702,ENSMUST00000187222,ENSMUST00000188239,ENSMUST00000190015,ENSMUST00000191331	Cacna2d4	6	119213487	-0.101330976999405	3.38241401338359e-07	9.4758510435157e-05
ENSMUSG00000033308	ENSMUST00000039177,ENSMUST00000126254,ENSMUST00000129148,ENSMUST00000149101,ENSMUST00000150950,ENSMUST00000200178	Dpyd	3	118355778	0.10385934352745	3.71197981990719e-07	0.000102885023646662
ENSMUSG00000010461	ENSMUST00000074366,ENSMUST00000092665,ENSMUST00000218049,ENSMUST00000218867,ENSMUST00000218956,ENSMUST00000219315,ENSMUST00000220038,ENSMUST00000220299	Eya4	10	22978862	0.10243744835888	3.80172929119931e-07	0.000104263426266218
ENSMUSG00000023943	ENSMUST00000024738	Sult1c1	17	54268643	0.104198299048388	4.71672480457312e-07	0.000125092922294022
ENSMUSG00000026043	ENSMUST00000087883,ENSMUST00000123204,ENSMUST00000129611,ENSMUST00000185687,ENSMUST00000186021,ENSMUST00000189818,ENSMUST00000190943	Col3a1	1	45350698	-0.10432481554805	4.75210797523601e-07	0.000125092922294022
ENSMUSG00000027375	ENSMUST00000028853,ENSMUST00000028854	Mal	2	127475146	-0.100628545253022	4.75225741116845e-07	0.000125092922294022
ENSMUSG00000028957	ENSMUST00000103204,ENSMUST00000128283,ENSMUST00000136398,ENSMUST00000138052,ENSMUST00000138584	Per3	4	151088109	0.101434834584743	4.75328137986805e-07	0.000125092922294022
ENSMUSG00000055067	ENSMUST00000068437,ENSMUST00000111134,ENSMUST00000125756,ENSMUST00000128302,ENSMUST00000129393,ENSMUST00000131684,ENSMUST00000194237	Smyd3	1	178779525	0.100489762033129	4.91406989223547e-07	0.000128031176972303
ENSMUSG00000036644	ENSMUST00000093138,ENSMUST00000101270,ENSMUST00000124605,ENSMUST00000126758,ENSMUST00000137852,ENSMUST00000141520,ENSMUST00000147628,ENSMUST00000148887	Tbc1d9b	11	50022223	0.0932333838427145	5.58628431911024e-07	0.000144104011534751
ENSMUSG00000103677	ENSMUST00000194418,ENSMUST00000195163	Pcdhga4	18	37818263	0.0966457179592114	5.84652015455674e-07	0.000149338466771393
ENSMUSG00000044811	ENSMUST00000092464,ENSMUST00000141188	Cd300c2	11	114887547	0.099288091206881	6.10962400498381e-07	0.000154543828957134
ENSMUSG00000030850	ENSMUST00000033139,ENSMUST00000035458,ENSMUST00000094017,ENSMUST00000178534,ENSMUST00000207041,ENSMUST00000207141,ENSMUST00000208116,ENSMUST00000216011	Ate1	7	129993223	0.0997334208592057	7.01641629618099e-07	0.000175774721327596
ENSMUSG00000022031	ENSMUST00000022609,ENSMUST00000224743,ENSMUST00000225355	Elp3	14	65767898	0.10186825511432	7.34413146342509e-07	0.000182232382045788
ENSMUSG00000051486	ENSMUST00000053073	Pcdhb11	18	37554471	0.0884774385597114	7.5453910902442e-07	0.000185460018363417
ENSMUSG00000027858	ENSMUST00000029451,ENSMUST00000119902,ENSMUST00000196611,ENSMUST00000197345	Tspan2	3	102641845	-0.0963423643666414	8.04347168623373e-07	0.000195854776928162
ENSMUSG00000071847	ENSMUST00000096554,ENSMUST00000163716,ENSMUST00000236135,ENSMUST00000236605,ENSMUST00000237428	Apcdd1	18	63055302	-0.101622616433406	8.29563996876484e-07	0.000200124633098332
ENSMUSG00000012296	ENSMUST00000012440,ENSMUST00000164342,ENSMUST00000180283,ENSMUST00000224055,ENSMUST00000224090,ENSMUST00000224230,ENSMUST00000224404,ENSMUST00000224445,ENSMUST00000224696,ENSMUST00000224901,ENSMUST00000225080,ENSMUST00000225288,ENSMUST00000225359,ENSMUST00000225413,ENSMUST00000225741,ENSMUST00000225915,ENSMUST00000225943	Tjap1	17	46568777	-0.0911896211845101	8.55132154602607e-07	0.000204400120697397
ENSMUSG00000047250	ENSMUST00000062069,ENSMUST00000133777,ENSMUST00000144319,ENSMUST00000149930,ENSMUST00000151351	Ptgs1	2	36120438	0.0993193368582686	8.95257528941661e-07	0.000212045815082237
ENSMUSG00000110027	ENSMUST00000210209,ENSMUST00000210356,ENSMUST00000210438	C030029H02Rik	7	135870051	0.097876109551062	1.16065402706168e-06	0.000272429549739324
ENSMUSG00000030579	ENSMUST00000032800,ENSMUST00000207982,ENSMUST00000208125	Tyrobp	7	30113185	0.099119943892731	1.22439723205708e-06	0.000284825406107278
ENSMUSG00000046879	ENSMUST00000049519,ENSMUST00000097271,ENSMUST00000147151	Irgm1	11	48752795	0.0999071952845006	1.27136655875819e-06	0.000293134374529963
ENSMUSG00000049436	ENSMUST00000057767,ENSMUST00000232536	Upk1b	16	38593546	0.0978682694923901	1.33364259141313e-06	0.000302921499065905
ENSMUSG00000079036	ENSMUST00000091090,ENSMUST00000159079,ENSMUST00000160113,ENSMUST00000160687,ENSMUST00000160850,ENSMUST00000160919,ENSMUST00000161712,ENSMUST00000162247,ENSMUST00000162961,ENSMUST00000162986,ENSMUST00000176758,ENSMUST00000185301	Alkbh1	12	87472610	-0.0990048384214597	1.33706810442078e-06	0.000302921499065905
ENSMUSG00000034156	ENSMUST00000039627,ENSMUST00000100644,ENSMUST00000133645,ENSMUST00000135957,ENSMUST00000142329,ENSMUST00000144502,ENSMUST00000148422,ENSMUST00000148814,ENSMUST00000153578,ENSMUST00000154758	Tspoap1	11	87651367	-0.0925172479295003	1.40165776623955e-06	0.000314817167600044
ENSMUSG00000056116	ENSMUST00000058801,ENSMUST00000077960,ENSMUST00000080015,ENSMUST00000172633,ENSMUST00000173280	H2-T22	17	36348020	0.0955472391244725	1.54870227080104e-06	0.000344870845841456
ENSMUSG00000033581	ENSMUST00000100052,ENSMUST00000115379,ENSMUST00000124318,ENSMUST00000125926,ENSMUST00000127696,ENSMUST00000129913,ENSMUST00000134188,ENSMUST00000146885,ENSMUST00000151087,ENSMUST00000231926,ENSMUST00000232504	Igf2bp2	16	21877759	-0.0989392276480397	1.58293766595213e-06	0.000348212375645542
ENSMUSG00000039457	ENSMUST00000035672,ENSMUST00000230554	Ppl	16	4904155	0.0977583183194752	1.59043804029398e-06	0.000348212375645542
ENSMUSG00000063687	ENSMUST00000078271	Pcdhb5	18	37453434	0.0924076485243881	1.67863017450747e-06	0.000364458588055146
ENSMUSG00000047731	ENSMUST00000099376,ENSMUST00000111855,ENSMUST00000132202,ENSMUST00000138302,ENSMUST00000156649,ENSMUST00000175937	Wbp1l	19	46587523	-0.0960820090958435	1.72093653083158e-06	0.000370556036151124
ENSMUSG00000023795	ENSMUST00000127960,ENSMUST00000142526,ENSMUST00000184936	Pisd-ps2	17	3126853	0.0886599796745476	1.80993590423741e-06	0.000386525164336078
ENSMUSG00000030107	ENSMUST00000032198,ENSMUST00000203250,ENSMUST00000204710,ENSMUST00000204926	Usp18	6	121222865	0.0929087881832222	1.85000072795749e-06	0.00039128053459372
ENSMUSG00000076431	ENSMUST00000067230	Sox4	13	29132902	-0.0964681800960341	1.86223943692413e-06	0.00039128053459372
ENSMUSG00000042873	ENSMUST00000162280,ENSMUST00000203665	Lhfpl4	6	113145051	-0.0982562676901158	1.93910454625615e-06	0.000404171438785263
ENSMUSG00000000682	ENSMUST00000000696,ENSMUST00000137445,ENSMUST00000145122	Cd52	4	133809759	0.0977835741847434	2.14228258536923e-06	0.000442976432374681
ENSMUSG00000103897	ENSMUST00000066149	Pcdhga8	18	37858759	0.0921913298154582	2.24280371500411e-06	0.000460110299139504
ENSMUSG00000003233	ENSMUST00000003318,ENSMUST00000169552,ENSMUST00000171572,ENSMUST00000171774	Dvl3	16	20335732	-0.0963955648103808	2.27215843286265e-06	0.00046249074851409
ENSMUSG00000022208	ENSMUST00000022819,ENSMUST00000124493,ENSMUST00000132992,ENSMUST00000133954	Jph4	14	55344283	-0.0959619179234633	2.30344440242625e-06	0.000465224344657469
ENSMUSG00000057522	ENSMUST00000107722,ENSMUST00000107724,ENSMUST00000127713,ENSMUST00000150884,ENSMUST00000150922	Spop	11	95304906	-0.0932622133074569	2.33293906776817e-06	0.000467556880551014
