geneID	transcriptID	external_gene_name	chromosome_name	start_position	coef.covar.mat[covar.idx, test.var]WT/FC	coef.covar.mat[covar.idx, test.var]FC/FC	coef.covar.mat[covar.idx, test.var]WT/VS	coef.covar.mat[covar.idx, test.var]VS/VS	p	p_adj
ENSMUSG00000047675	ENSMUST00000102696,ENSMUST00000127037,ENSMUST00000137423,ENSMUST00000140226,ENSMUST00000141219,ENSMUST00000144051	Rps8	4	117011024	-0.596347060748545	-0.65942626547488	0.664460528689125	0.242900730990175	1.62666825464566e-06	0.000588779557317981
ENSMUSG00000048911	ENSMUST00000059372,ENSMUST00000110194,ENSMUST00000142982,ENSMUST00000165420,ENSMUST00000183902	Rnf24	2	131139984	0.910733782771946	0.73552733820685	-0.454817371797211	0.219536074398678	1.54686195178246e-06	0.000588779557317981
ENSMUSG00000054843	ENSMUST00000077282	Atrnl1	19	57599466	0.748777316715425	0.734240060539643	-0.558081392933205	-0.0724358397703148	1.59956015403557e-06	0.000588779557317981
ENSMUSG00000060126	ENSMUST00000110894,ENSMUST00000125146,ENSMUST00000128889,ENSMUST00000134040,ENSMUST00000142061,ENSMUST00000150047,ENSMUST00000151751,ENSMUST00000154533	Tpt1	14	76082533	-0.380663244164417	-0.60094168305747	0.781223601319958	0.373251440611416	1.75459695491649e-06	0.000588779557317981
ENSMUSG00000061603	ENSMUST00000095737,ENSMUST00000219786	Akap6	12	52746166	0.652164304460029	0.648925446476625	-0.625030287344204	-0.248264844663354	1.54682175717676e-06	0.000588779557317981
ENSMUSG00000063457	ENSMUST00000062674,ENSMUST00000068408	Rps15	10	80128287	-0.466015131034424	-0.67509896097454	0.733560047906208	0.256494296245709	1.81046216141124e-06	0.000588779557317981
ENSMUSG00000103332	ENSMUST00000193869	Pcdhga2	18	37802006	0.550440293602008	0.551036634393509	-0.493478760633399	-0.464397782595092	1.83047302305813e-06	0.000588779557317981
ENSMUSG00000032018	ENSMUST00000052725,ENSMUST00000169609,ENSMUST00000217513	Sc5d	9	42162891	0.92751200767516	0.574251657896934	-0.375841234785616	-0.236807112021238	1.97726506028249e-06	0.000620670649163855
ENSMUSG00000038274	ENSMUST00000043074,ENSMUST00000178310,ENSMUST00000179142,ENSMUST00000236021,ENSMUST00000236217,ENSMUST00000236336,ENSMUST00000236976,ENSMUST00000237840,ENSMUST00000237859	Fau	19	6107874	-0.455710350282883	-0.623864398063086	0.722836006190251	0.372318933937787	1.96977416673031e-06	0.000620670649163855
ENSMUSG00000028530	ENSMUST00000102781,ENSMUST00000125968,ENSMUST00000132292,ENSMUST00000136167,ENSMUST00000147211,ENSMUST00000149297,ENSMUST00000151235,ENSMUST00000155328	Jak1	4	101009564	0.714523153712503	0.684992362110031	-0.461186663428418	-0.293301598238412	2.07205820325679e-06	0.000636963314579284
ENSMUSG00000030428	ENSMUST00000032594,ENSMUST00000079415,ENSMUST00000119661,ENSMUST00000126971,ENSMUST00000128317,ENSMUST00000129423,ENSMUST00000130150,ENSMUST00000132400,ENSMUST00000134536,ENSMUST00000139789,ENSMUST00000140637,ENSMUST00000148760,ENSMUST00000148951,ENSMUST00000151959,ENSMUST00000153673,ENSMUST00000205971,ENSMUST00000206869,ENSMUST00000206987	Ttyh1	7	4122407	-0.362884522125325	-0.229381206250402	0.707021719354434	0.658884836854264	2.07806408763488e-06	0.000636963314579284
ENSMUSG00000036510	ENSMUST00000093249,ENSMUST00000126895,ENSMUST00000128860,ENSMUST00000142129,ENSMUST00000142475,ENSMUST00000145601,ENSMUST00000155527	Cdh8	8	99751103	0.649870121688412	0.531766172938129	-0.527669818432715	-0.4561663010356	2.12363490666822e-06	0.000643362603003882
ENSMUSG00000021578	ENSMUST00000022063,ENSMUST00000159931,ENSMUST00000160021,ENSMUST00000162376,ENSMUST00000162672,ENSMUST00000223491	Ccdc127	13	74498428	0.535849419995426	0.954163541262487	-0.433322402017482	-0.130419060570303	2.17098157520331e-06	0.000650146597245369
ENSMUSG00000025658	ENSMUST00000026750,ENSMUST00000112513,ENSMUST00000139664	Cnksr2	X	156604432	0.670894618364563	0.765703203497223	-0.611623986598621	0.09231264063907	2.23205574540378e-06	0.000660840686258524
ENSMUSG00000024378	ENSMUST00000025236,ENSMUST00000118990,ENSMUST00000119991,ENSMUST00000141617	Stard4	18	33332408	0.797147257903959	0.76268093725852	-0.275778370641031	-0.332681317769568	2.29977900014255e-06	0.000665760467441266
ENSMUSG00000029467	ENSMUST00000031423,ENSMUST00000177974,ENSMUST00000179939,ENSMUST00000196490,ENSMUST00000197415	Atp2a2	5	122591576	0.663116886002475	0.743803667532661	-0.570360332045732	-0.158657346654316	2.29556911497129e-06	0.000665760467441266
