geneID	transcriptID	external_gene_name	chromosome_name	start_position	coef	p	p_adj
ENSMUSG00000032570	ENSMUST00000038118,ENSMUST00000085133,ENSMUST00000112557,ENSMUST00000112558,ENSMUST00000163879,ENSMUST00000175697,ENSMUST00000176036,ENSMUST00000176190,ENSMUST00000176363,ENSMUST00000176651,ENSMUST00000176656,ENSMUST00000176770,ENSMUST00000176787,ENSMUST00000176960,ENSMUST00000177000,ENSMUST00000177074,ENSMUST00000177189,ENSMUST00000177293,ENSMUST00000177334,ENSMUST00000186495,ENSMUST00000190802	Atp2c1	9	105280738	0.738901680203639	2.70228936477806e-06	0.00444922211212644
ENSMUSG00000059775	ENSMUST00000077208,ENSMUST00000212102	Rps26-ps1	8	108165846	-0.764416082112679	3.16396266635779e-06	0.00484570188125244
ENSMUSG00000029322	ENSMUST00000031264,ENSMUST00000097437,ENSMUST00000112910,ENSMUST00000144595	Plac8	5	100701591	-0.769102364857118	3.60792700627665e-06	0.00521866597418994
ENSMUSG00000035696	ENSMUST00000045793,ENSMUST00000098098,ENSMUST00000102934,ENSMUST00000107836,ENSMUST00000123844,ENSMUST00000128426,ENSMUST00000129621,ENSMUST00000136730,ENSMUST00000137194,ENSMUST00000143337,ENSMUST00000145378,ENSMUST00000145760,ENSMUST00000147302,ENSMUST00000148869,ENSMUST00000152216,ENSMUST00000153116,ENSMUST00000153384	Rnf38	4	44126210	0.715691846130104	3.81620153332699e-06	0.00522940121693166
ENSMUSG00000045948	ENSMUST00000056078,ENSMUST00000165004,ENSMUST00000165246,ENSMUST00000171183	Mrps12	7	28439066	0.744800872624603	4.19130732546269e-06	0.00545624387628733
ENSMUSG00000025817	ENSMUST00000026927,ENSMUST00000127116,ENSMUST00000128604,ENSMUST00000138549,ENSMUST00000179748,ENSMUST00000194933	Nudt5	2	5849830	0.7437362877215	6.28289885956449e-06	0.0074671283771567
ENSMUSG00000039997	ENSMUST00000042228,ENSMUST00000081216,ENSMUST00000123708,ENSMUST00000128430,ENSMUST00000129829,ENSMUST00000135331,ENSMUST00000138143,ENSMUST00000140143,ENSMUST00000156895	Ifi203	1	173747973	-0.731680924582678	6.30960302263971e-06	0.0074671283771567
ENSMUSG00000090963	ENSMUST00000167969,ENSMUST00000210275	Gm17655	5	110194005	-0.736931686200414	7.31744186913725e-06	0.00828334419586337
ENSMUSG00000037259	ENSMUST00000081982,ENSMUST00000124823,ENSMUST00000150816,ENSMUST00000163701	Dzank1	2	144312477	-0.69561757745446	7.9530736669092e-06	0.00862775941631867
ENSMUSG00000096655	ENSMUST00000178038,ENSMUST00000188975,ENSMUST00000189279,ENSMUST00000189348,ENSMUST00000190890	1700065D16Rik	9	95737471	-0.687158650062247	1.05424770275471e-05	0.0109793572755686
ENSMUSG00000019732	ENSMUST00000019876,ENSMUST00000109974	Calr3	8	73178020	0.672713213674096	1.36231182837696e-05	0.0133884671247948
ENSMUSG00000032842	ENSMUST00000047970,ENSMUST00000095261,ENSMUST00000165733,ENSMUST00000167360,ENSMUST00000168490,ENSMUST00000170168,ENSMUST00000171584	Abcc10	17	46614147	-0.729912693824517	1.38841839134068e-05	0.0133884671247948
ENSMUSG00000091900	ENSMUST00000111755	Gm4353	7	115682602	0.696704903647089	1.57355868969023e-05	0.0146318478731339
ENSMUSG00000020570	ENSMUST00000020885,ENSMUST00000076698,ENSMUST00000122861,ENSMUST00000129592,ENSMUST00000131562,ENSMUST00000139339,ENSMUST00000218816	Sypl1	12	33003890	0.67634452682492	1.68345772166672e-05	0.0151139673245913
ENSMUSG00000046056	ENSMUST00000080518,ENSMUST00000182227,ENSMUST00000182229,ENSMUST00000182577,ENSMUST00000182721	Sbsn	7	30450896	-0.705218920914645	1.93154215809862e-05	0.0167632105427519
ENSMUSG00000033629	ENSMUST00000036615	Hacd3	9	64894265	-0.706716356017479	2.37582625549695e-05	0.0199538749639092
ENSMUSG00000019913	ENSMUST00000020071,ENSMUST00000219436	Sim1	10	50770850	0.679742133060171	2.63653534102055e-05	0.0209033931784196
ENSMUSG00000034687	ENSMUST00000036019,ENSMUST00000196751,ENSMUST00000197126,ENSMUST00000198016,ENSMUST00000199204,ENSMUST00000199841	Fras1	5	96521814	-0.663370048395026	2.80139444128743e-05	0.0209033931784196
ENSMUSG00000036858	ENSMUST00000041012	Ptcra	17	47066589	0.695521965193421	2.86513649495867e-05	0.0209033931784196
ENSMUSG00000085682	ENSMUST00000119751,ENSMUST00000123480,ENSMUST00000226316,ENSMUST00000226637,ENSMUST00000226697,ENSMUST00000226870,ENSMUST00000228242,ENSMUST00000228324,ENSMUST00000228378,ENSMUST00000228863	Gm14267	2	166342193	-0.694098955982254	2.89031400531229e-05	0.0209033931784196
ENSMUSG00000092094	ENSMUST00000164784,ENSMUST00000200317	Zfp804b	5	6819010	-0.529798579040271	2.75511844912628e-05	0.0209033931784196
ENSMUSG00000038408	ENSMUST00000126138,ENSMUST00000140980,ENSMUST00000150418,ENSMUST00000221561,ENSMUST00000221582	1700018A04Rik	13	31749475	0.676682057429597	3.02026627335356e-05	0.0212528791062252
ENSMUSG00000020287	ENSMUST00000020528,ENSMUST00000138050,ENSMUST00000142964,ENSMUST00000144903	Mpg	11	32176505	0.632177638903074	4.05224824528707e-05	0.0277642987669195
ENSMUSG00000113750	ENSMUST00000222318	Gm5628	13	18124493	0.687008071716153	4.22977419557112e-05	0.0282375387066384
ENSMUSG00000052906	ENSMUST00000095349,ENSMUST00000210807	Ubxn8	8	34109614	0.585978047433516	4.5346356045978e-05	0.029515943150327
ENSMUSG00000026858	ENSMUST00000077977,ENSMUST00000100214,ENSMUST00000116543,ENSMUST00000125610,ENSMUST00000127410,ENSMUST00000135841,ENSMUST00000137441,ENSMUST00000140075,ENSMUST00000142801,ENSMUST00000146308,ENSMUST00000175864,ENSMUST00000176517	Miga2	2	30254245	0.681881042578225	5.05936332108557e-05	0.0321281910799473
ENSMUSG00000081436	ENSMUST00000122282	Gm5912	8	96304099	0.66115709071878	5.37963383602115e-05	0.0333486063225349
ENSMUSG00000031480	ENSMUST00000069828,ENSMUST00000160585,ENSMUST00000162447	Thsd1	8	22717329	0.663665478933377	5.5201678630303e-05	0.0334239745306644
ENSMUSG00000046743	ENSMUST00000061260,ENSMUST00000129182	Fat4	3	38941089	-0.663107375849481	5.90490400641994e-05	0.0341644623802554
ENSMUSG00000098649	ENSMUST00000185026	Lhx5as1	5	120557719	-0.67409516061067	5.79836964640403e-05	0.0341644623802554
ENSMUSG00000095427	ENSMUST00000095471	Rps2-ps6	14	76474131	-0.654684400148893	6.45505938349346e-05	0.036535636110573
ENSMUSG00000032590	ENSMUST00000081309,ENSMUST00000191754,ENSMUST00000191985,ENSMUST00000192278,ENSMUST00000192916,ENSMUST00000193254,ENSMUST00000194014,ENSMUST00000194083,ENSMUST00000194915	Apeh	9	107962612	0.5680599041302	6.8972163813826e-05	0.0369302693210063
ENSMUSG00000062519	ENSMUST00000079881,ENSMUST00000114598,ENSMUST00000146202	Zfp398	6	47812595	0.648518836626584	6.95031186330199e-05	0.0369302693210063
ENSMUSG00000107560	ENSMUST00000205219	Gm44199	6	113587279	0.642062943653335	6.7883751033501e-05	0.0369302693210063
ENSMUSG00000099027	ENSMUST00000183642	Gm27176	14	69804596	0.638854910063873	7.27481772305346e-05	0.037881430847484
ENSMUSG00000045903	ENSMUST00000056129,ENSMUST00000237172,ENSMUST00000237881	Npas4	19	5034383	-0.645523255317596	7.61804182165339e-05	0.0381429493978014
ENSMUSG00000056025	ENSMUST00000029932,ENSMUST00000059091	Clca3a1	3	144435438	0.668460570209578	7.55876260936757e-05	0.0381429493978014
ENSMUSG00000044847	ENSMUST00000062458,ENSMUST00000129820	Lsm11	11	45819096	0.642052858411723	8.3912901405035e-05	0.0412218169996508
ENSMUSG00000023267	ENSMUST00000024035,ENSMUST00000108162,ENSMUST00000131920,ENSMUST00000147889	Gabrr2	4	33062999	0.633165521978858	9.01530716151221e-05	0.0434671365290985
ENSMUSG00000045466	ENSMUST00000101445,ENSMUST00000140719,ENSMUST00000174790	Zfp956	6	47930324	-0.523277252794649	9.58141558151356e-05	0.0453566792873249
ENSMUSG00000021709	ENSMUST00000022222,ENSMUST00000053927,ENSMUST00000091269,ENSMUST00000169083,ENSMUST00000188997,ENSMUST00000189323,ENSMUST00000191275	Erbin	13	103955295	-0.61972571498419	0.000100934599594084	0.0469273791969923
ENSMUSG00000109005	ENSMUST00000207822	Gm45221	7	89835135	-0.654462181447818	0.000105809067607858	0.0483306120041786
ENSMUSG00000003809	ENSMUST00000003907,ENSMUST00000109745,ENSMUST00000128023,ENSMUST00000136462,ENSMUST00000139180,ENSMUST00000142748	Gcdh	8	85613022	0.652237382999959	0.000119411847423753	0.0536035665435317
ENSMUSG00000082766	ENSMUST00000119133	1700064H15Rik	3	19664532	-0.641897691759508	0.000124394731198452	0.0548939190081847
ENSMUSG00000056043	ENSMUST00000069912	Rgs9bp	7	35278418	0.615494793461931	0.000134312584310545	0.0582292694581116
ENSMUSG00000070390	ENSMUST00000094046,ENSMUST00000108514,ENSMUST00000108515,ENSMUST00000108516,ENSMUST00000136493	Nlrp1b	11	71043928	0.589795400513102	0.000138662417667957	0.0582292694581116
ENSMUSG00000102234	ENSMUST00000192568,ENSMUST00000195868	Gm37885	1	182311744	0.639373338928886	0.000137797010416017	0.0582292694581116
ENSMUSG00000063253	ENSMUST00000081506,ENSMUST00000167525,ENSMUST00000212031,ENSMUST00000212449,ENSMUST00000212473,ENSMUST00000212500,ENSMUST00000212849,ENSMUST00000212871,ENSMUST00000212905,ENSMUST00000212947	Scoc	8	84156713	-0.633272834388842	0.000147623399914514	0.0610082990503855
ENSMUSG00000003418	ENSMUST00000003509,ENSMUST00000150781	St8sia6	2	13655832	-0.607706621787768	0.000155320087719507	0.0631861531853921
ENSMUSG00000117401	ENSMUST00000234768,ENSMUST00000235048	4833419F23Rik	18	4353558	-0.630337685753128	0.000164103709769503	0.0657323721162888
ENSMUSG00000020354	ENSMUST00000077221,ENSMUST00000109220,ENSMUST00000128558,ENSMUST00000154578	Sgcd	11	46787080	-0.625978357818134	0.000174490390113282	0.0688338151059001
ENSMUSG00000031620	ENSMUST00000034033,ENSMUST00000121983,ENSMUST00000212704	Iqcm	8	76175322	0.599725668312866	0.000179239111155535	0.0696517835529181
ENSMUSG00000027534	ENSMUST00000029047,ENSMUST00000099223,ENSMUST00000195822	Snx16	3	10482877	0.591777065072454	0.000186285500717959	0.0699800627997804
ENSMUSG00000030104	ENSMUST00000089162,ENSMUST00000203302,ENSMUST00000203469,ENSMUST00000204524,ENSMUST00000204804	Edem1	6	108805602	-0.574610554574043	0.000183565873477484	0.0699800627997804
ENSMUSG00000049553	ENSMUST00000055296,ENSMUST00000205333,ENSMUST00000205517,ENSMUST00000205842,ENSMUST00000205942,ENSMUST00000206513,ENSMUST00000206556,ENSMUST00000206753,ENSMUST00000206823,ENSMUST00000206982	Polr1a	6	71886037	-0.636415024897173	0.000188147349669098	0.0699800627997804
ENSMUSG00000029559	ENSMUST00000031538,ENSMUST00000131427,ENSMUST00000131771,ENSMUST00000140090,ENSMUST00000147743	2210016L21Rik	5	115080217	-0.588771754059377	0.000194835924905329	0.0714471569131711
ENSMUSG00000005034	ENSMUST00000005164,ENSMUST00000102515,ENSMUST00000106137,ENSMUST00000106138,ENSMUST00000144369,ENSMUST00000196344,ENSMUST00000197616,ENSMUST00000199722	Prkacb	3	146435329	-0.603458429448688	0.000210321928744889	0.0729555030055673
ENSMUSG00000022332	ENSMUST00000022954,ENSMUST00000229234,ENSMUST00000229534,ENSMUST00000229683,ENSMUST00000230073,ENSMUST00000230847	Khdrbs3	15	68800269	0.621774306669691	0.000212809055522569	0.0729555030055673
ENSMUSG00000022684	ENSMUST00000023365,ENSMUST00000069281,ENSMUST00000127973,ENSMUST00000132349,ENSMUST00000144804,ENSMUST00000148079,ENSMUST00000154568,ENSMUST00000230905	Bfar	16	13489722	-0.610472936178431	0.000213553535539511	0.0729555030055673
ENSMUSG00000034452	ENSMUST00000037798	Slc24a1	9	64830143	-0.596984663252292	0.000211055005958156	0.0729555030055673
ENSMUSG00000040280	ENSMUST00000035735,ENSMUST00000218302,ENSMUST00000218492	Ndufa4l2	10	127350836	-0.606235141944464	0.000215761781050418	0.0729555030055673
ENSMUSG00000045854	ENSMUST00000062802,ENSMUST00000130321,ENSMUST00000135833	Lyrm2	4	32800253	-0.529975473299509	0.000214101371779333	0.0729555030055673
ENSMUSG00000003541	ENSMUST00000003635	Ier3	17	36132576	0.595387387989808	0.0002312853624937	0.077201867921615
ENSMUSG00000036022	ENSMUST00000071023,ENSMUST00000114838,ENSMUST00000114841,ENSMUST00000143069	Pabir2	X	52332292	0.51400724470086	0.000238802779354667	0.0778430160134707
ENSMUSG00000045826	ENSMUST00000061086,ENSMUST00000236632	Ptprcap	19	4203603	-0.617799505389677	0.000239185792021726	0.0778430160134707
ENSMUSG00000113563	ENSMUST00000221355	Gm2492	13	14395130	-0.592599711085149	0.000244491269311449	0.0785873418246037
ENSMUSG00000048834	ENSMUST00000109645,ENSMUST00000109647,ENSMUST00000207256,ENSMUST00000208440,ENSMUST00000208926	Vstm2a	11	16207724	0.474217350178625	0.000248943095808616	0.0790424688106478
ENSMUSG00000041805	ENSMUST00000037419	Pramel1	4	143120998	-0.423023537491277	0.0002526314394638	0.0792471344322831
ENSMUSG00000027775	ENSMUST00000029344,ENSMUST00000192776	Mfsd1	3	67490074	0.549528936508569	0.000258716477962562	0.0801897883361104
ENSMUSG00000003031	ENSMUST00000003115,ENSMUST00000067327,ENSMUST00000204807	Cdkn1b	6	134897364	0.600391542104564	0.000275397328792845	0.0843558217935353
ENSMUSG00000020483	ENSMUST00000020775,ENSMUST00000107923,ENSMUST00000146941,ENSMUST00000178105	Dynll2	11	87870351	0.551759893758195	0.000287408415305011	0.0850300346352907
ENSMUSG00000045767	ENSMUST00000057844	B230219D22Rik	13	55840937	0.613224910066806	0.000290661894397791	0.0850300346352907
ENSMUSG00000047965	ENSMUST00000140507	Rpl9-ps7	2	70289326	-0.613607636980007	0.000288548686728146	0.0850300346352907
ENSMUSG00000101337	ENSMUST00000178395,ENSMUST00000187094,ENSMUST00000189339,ENSMUST00000189749,ENSMUST00000191499	Dnah7c	1	46464752	0.600051526810272	0.000281166691858981	0.0850300346352907
ENSMUSG00000115096	ENSMUST00000228016	Gm48940	14	49537293	-0.582917063358754	0.000301845754223585	0.0873206228551695
ENSMUSG00000024948	ENSMUST00000025897,ENSMUST00000123468,ENSMUST00000124333,ENSMUST00000124556,ENSMUST00000126841,ENSMUST00000127809,ENSMUST00000128170,ENSMUST00000130382,ENSMUST00000133696,ENSMUST00000134307,ENSMUST00000137095,ENSMUST00000140098,ENSMUST00000142496,ENSMUST00000142862,ENSMUST00000148410,ENSMUST00000149624,ENSMUST00000152259,ENSMUST00000152349,ENSMUST00000152912,ENSMUST00000154900,ENSMUST00000155569,ENSMUST00000155655,ENSMUST00000236640	Map4k2	19	6391165	0.559193992642278	0.000309477614935006	0.0885446064005256
ENSMUSG00000060780	ENSMUST00000020400,ENSMUST00000159616,ENSMUST00000161677,ENSMUST00000161811	Lrrtm1	6	77219672	-0.526331016868814	0.000319801779566078	0.0905039036172001
ENSMUSG00000032497	ENSMUST00000035078,ENSMUST00000098340,ENSMUST00000196703,ENSMUST00000196906,ENSMUST00000196981,ENSMUST00000197241,ENSMUST00000197256,ENSMUST00000197540,ENSMUST00000198127,ENSMUST00000198986,ENSMUST00000199711,ENSMUST00000200094,ENSMUST00000216430,ENSMUST00000217117,ENSMUST00000217341	Lrrfip2	9	110946660	0.582174720081715	0.000339609849931017	0.095076151105419
ENSMUSG00000018900	ENSMUST00000019044,ENSMUST00000136307,ENSMUST00000152084	Slc22a5	11	53755368	0.594647954251681	0.000345998897329894	0.0952029734891943
ENSMUSG00000112237	ENSMUST00000218534,ENSMUST00000220378	D630033A02Rik	10	122821311	0.577156051473929	0.000347376036314083	0.0952029734891943
ENSMUSG00000017667	ENSMUST00000103084	Zfp334	2	165216184	-0.516204155929193	0.000366888692184359	0.0995032707261665
ENSMUSG00000015850	ENSMUST00000015994,ENSMUST00000117782,ENSMUST00000124410,ENSMUST00000148854,ENSMUST00000151054	Adamtsl4	3	95583511	-0.594273838420169	0.000376552614609858	0.0996904750753373
ENSMUSG00000042581	ENSMUST00000040311,ENSMUST00000073527,ENSMUST00000140629,ENSMUST00000140834,ENSMUST00000143130,ENSMUST00000148051,ENSMUST00000151700,ENSMUST00000152305,ENSMUST00000190870	Thsd7b	1	129201039	-0.587920672843764	0.000379065794763343	0.0996904750753373
ENSMUSG00000044285	ENSMUST00000111388,ENSMUST00000227415	Ubb-ps	14	46321585	-0.585995275621747	0.000377909989438299	0.0996904750753373
