geneID	transcriptID	external_gene_name	chromosome_name	start_position	coef	p	p_adj
ENSMUSG00000031626	ENSMUST00000067065,ENSMUST00000067107,ENSMUST00000124544,ENSMUST00000125295,ENSMUST00000126067,ENSMUST00000127395,ENSMUST00000130011,ENSMUST00000130850,ENSMUST00000132139,ENSMUST00000132730,ENSMUST00000132767,ENSMUST00000133864,ENSMUST00000134321,ENSMUST00000134675,ENSMUST00000135336,ENSMUST00000136119,ENSMUST00000136344,ENSMUST00000138049,ENSMUST00000139103,ENSMUST00000139869,ENSMUST00000140088,ENSMUST00000141039,ENSMUST00000143820,ENSMUST00000145458,ENSMUST00000146627,ENSMUST00000149752,ENSMUST00000150102,ENSMUST00000153798,ENSMUST00000155858,ENSMUST00000156549,ENSMUST00000171337,ENSMUST00000209534,ENSMUST00000210946,ENSMUST00000211095,ENSMUST00000211442,ENSMUST00000211721	Sorbs2	8	45960825	1.06918248896022	5.85471136581756e-07	0.000613853759072567
ENSMUSG00000040268	ENSMUST00000048180,ENSMUST00000075181,ENSMUST00000120441,ENSMUST00000126355,ENSMUST00000135359,ENSMUST00000136963,ENSMUST00000140153,ENSMUST00000146111,ENSMUST00000148513,ENSMUST00000149029,ENSMUST00000151119,ENSMUST00000154282	Plekha1	7	130467486	-1.0748712831566	1.06055804305735e-06	0.00104377249187225
ENSMUSG00000079323	ENSMUST00000176166,ENSMUST00000176382,ENSMUST00000177368	Gm20661	9	107860257	-1.08131627496926	1.08207805501996e-06	0.00104377249187225
ENSMUSG00000048686	ENSMUST00000053830	Hmgb4	4	128154005	1.02209920530517	1.24031746489239e-06	0.00115039444868769
ENSMUSG00000072423	ENSMUST00000097177,ENSMUST00000228446	Psmb11	14	54858890	1.06376356963175	1.48004819465375e-06	0.001321902304225
ENSMUSG00000032114	ENSMUST00000165839,ENSMUST00000213268,ENSMUST00000213388,ENSMUST00000213626,ENSMUST00000215001,ENSMUST00000215121,ENSMUST00000215420	Slc37a4	9	44308149	1.01264653681862	1.60436906327706e-06	0.00137634364245105
ENSMUSG00000038886	ENSMUST00000098346,ENSMUST00000205318,ENSMUST00000205436,ENSMUST00000205535,ENSMUST00000205853,ENSMUST00000206066,ENSMUST00000206212,ENSMUST00000206301,ENSMUST00000206807,ENSMUST00000206917,ENSMUST00000206973	Man2a2	7	79998845	0.985131858416975	1.65515096956585e-06	0.00137634364245105
ENSMUSG00000097377	ENSMUST00000181596	NA	NA	NA	1.03946933282833	1.73449265023184e-06	0.00139424300867803
ENSMUSG00000013076	ENSMUST00000013220,ENSMUST00000160770,ENSMUST00000161171,ENSMUST00000162802,ENSMUST00000162901,ENSMUST00000223132	Amotl1	9	14453262	1.06605199718342	1.87245262639347e-06	0.00142199191488815
ENSMUSG00000085311	ENSMUST00000146700	Gm15445	1	135080701	1.00327311469007	1.88694759595359e-06	0.00142199191488815
ENSMUSG00000005481	ENSMUST00000019576,ENSMUST00000109810,ENSMUST00000127505,ENSMUST00000138789,ENSMUST00000140521,ENSMUST00000172396,ENSMUST00000212949	Ddx39a	8	84441806	1.01390202474088	2.06312453387307e-06	0.00150764388285906
ENSMUSG00000099632	ENSMUST00000190930	2900093K20Rik	2	163261687	-1.04605625658624	2.43328761487884e-06	0.00172584502449421
ENSMUSG00000005917	ENSMUST00000006071,ENSMUST00000147486,ENSMUST00000172395	Otx1	11	21944764	1.0245366978734	2.82129521723019e-06	0.00188377095721851
ENSMUSG00000009090	ENSMUST00000009234,ENSMUST00000101613,ENSMUST00000109897,ENSMUST00000133007,ENSMUST00000133014,ENSMUST00000137292,ENSMUST00000142325,ENSMUST00000144426,ENSMUST00000145704	Ap1b1	11	4936824	1.00069485402328	2.89029754995168e-06	0.00188377095721851
ENSMUSG00000057280	ENSMUST00000081919,ENSMUST00000084578,ENSMUST00000098057,ENSMUST00000098059,ENSMUST00000102893,ENSMUST00000135879,ENSMUST00000177951,ENSMUST00000179951	Musk	4	58285962	1.00205483833642	2.76818108983689e-06	0.00188377095721851
ENSMUSG00000055850	ENSMUST00000069580,ENSMUST00000069595,ENSMUST00000114095,ENSMUST00000125554,ENSMUST00000126065,ENSMUST00000129233,ENSMUST00000130064,ENSMUST00000133978,ENSMUST00000136707,ENSMUST00000149296,ENSMUST00000151063,ENSMUST00000154098,ENSMUST00000205399,ENSMUST00000206319	Rnf181	6	72336697	1.00203090604927	2.9751453778676e-06	0.00188804291545466
ENSMUSG00000051457	ENSMUST00000049931,ENSMUST00000143713,ENSMUST00000205483	Spn	7	126731404	-0.927937546443722	3.34165988857689e-06	0.00206625969777004
ENSMUSG00000037260	ENSMUST00000037609,ENSMUST00000209420,ENSMUST00000210894,ENSMUST00000211550	Hgsnat	8	26434481	-0.93118998817297	3.49449011593576e-06	0.00210156994174248
ENSMUSG00000097557	ENSMUST00000181731	C130060C02Rik	19	15962439	-0.892761697718986	3.57306106620119e-06	0.00210156994174248
ENSMUSG00000109290	ENSMUST00000207540	Phgdh-ps1	7	83360174	0.884443745646786	3.8874919677953e-06	0.00223206830484247
ENSMUSG00000100480	ENSMUST00000187764	Gm29156	1	43784944	-1.02619562193124	4.2579675230019e-06	0.00238792760039979
ENSMUSG00000060803	ENSMUST00000169613,ENSMUST00000235711,ENSMUST00000236211,ENSMUST00000236311,ENSMUST00000237239,ENSMUST00000237273,ENSMUST00000237773,ENSMUST00000237893,ENSMUST00000237982	Gstp1	19	4085407	0.964356824109554	4.38121813880243e-06	0.00240120625948229
ENSMUSG00000018900	ENSMUST00000019044,ENSMUST00000136307,ENSMUST00000152084	Slc22a5	11	53755368	0.981377195393688	5.19955561877522e-06	0.00278638408326143
ENSMUSG00000025314	ENSMUST00000111493,ENSMUST00000111495,ENSMUST00000129323,ENSMUST00000168621	Ptprj	2	90260098	0.95084499987149	5.45584008493387e-06	0.00286016486191696
ENSMUSG00000026312	ENSMUST00000027542,ENSMUST00000112701,ENSMUST00000129923,ENSMUST00000131464,ENSMUST00000134301,ENSMUST00000137092,ENSMUST00000145188,ENSMUST00000146282,ENSMUST00000172005	Cdh7	1	109910161	0.961019124251791	5.95657997830377e-06	0.00305623247184671
ENSMUSG00000003531	ENSMUST00000066027,ENSMUST00000076757,ENSMUST00000143343,ENSMUST00000148372,ENSMUST00000148521,ENSMUST00000151266,ENSMUST00000153123,ENSMUST00000155387	Dgcr6	16	17870724	-0.803074957620954	6.14782136263625e-06	0.00308863983666611
ENSMUSG00000021709	ENSMUST00000022222,ENSMUST00000053927,ENSMUST00000091269,ENSMUST00000169083,ENSMUST00000188997,ENSMUST00000189323,ENSMUST00000191275	Erbin	13	103955295	-0.901251595398524	6.31273701492772e-06	0.003106768430918
ENSMUSG00000021070	ENSMUST00000001652	Bdkrb2	12	105529485	1.00973562109876	7.31540089365822e-06	0.00352821785101136
ENSMUSG00000022507	ENSMUST00000023150,ENSMUST00000229318	Hapstr1	16	8647964	1.01513124487217	7.51688256669341e-06	0.00355430633521199
ENSMUSG00000017861	ENSMUST00000018005,ENSMUST00000133322,ENSMUST00000137620,ENSMUST00000138414,ENSMUST00000142729	Mybl2	2	162896607	-1.00508101770242	7.85189142080719e-06	0.00364131464639933
ENSMUSG00000043036	ENSMUST00000058960,ENSMUST00000128101,ENSMUST00000132701,ENSMUST00000146235,ENSMUST00000152389,ENSMUST00000196608,ENSMUST00000198618	Ccdc63	5	122246103	-0.978352271344941	8.38345166364259e-06	0.00374383216423595
ENSMUSG00000046585	ENSMUST00000066308,ENSMUST00000238163	Cfap58	19	47926114	-0.955572985713208	8.33818041135958e-06	0.00374383216423595
ENSMUSG00000019732	ENSMUST00000019876,ENSMUST00000109974	Calr3	8	73178020	0.924833915175018	9.53847933662586e-06	0.00412958265904096
ENSMUSG00000022779	ENSMUST00000023465,ENSMUST00000231278,ENSMUST00000231402,ENSMUST00000231432,ENSMUST00000231576,ENSMUST00000231812,ENSMUST00000231834,ENSMUST00000231966,ENSMUST00000232017,ENSMUST00000232080,ENSMUST00000232117,ENSMUST00000232153,ENSMUST00000232200,ENSMUST00000232231,ENSMUST00000232380,ENSMUST00000232523,ENSMUST00000232531,ENSMUST00000232547,ENSMUST00000232581,ENSMUST00000232656	Top3b	16	16688600	-0.978822379165691	9.58974202389774e-06	0.00412958265904096
ENSMUSG00000022684	ENSMUST00000023365,ENSMUST00000069281,ENSMUST00000127973,ENSMUST00000132349,ENSMUST00000144804,ENSMUST00000148079,ENSMUST00000154568,ENSMUST00000230905	Bfar	16	13489722	-0.935992799535061	1.0059525990187e-05	0.00425588542549755
ENSMUSG00000020044	ENSMUST00000020234,ENSMUST00000132307,ENSMUST00000136045,ENSMUST00000151134	Timp3	10	86136236	0.916347071405379	1.09790417710154e-05	0.00456482055703511
ENSMUSG00000027536	ENSMUST00000029049,ENSMUST00000191826	Chmp4c	3	10431967	0.941921985920732	1.18952292031211e-05	0.00462666858440749
ENSMUSG00000027776	ENSMUST00000029345,ENSMUST00000107816,ENSMUST00000191910,ENSMUST00000192812,ENSMUST00000195408,ENSMUST00000195517	Il12a	3	68597977	0.854194997620878	1.13650474030175e-05	0.00462666858440749
ENSMUSG00000029134	ENSMUST00000101376,ENSMUST00000200878,ENSMUST00000201313,ENSMUST00000201578,ENSMUST00000202201,ENSMUST00000202220,ENSMUST00000202453,ENSMUST00000202687,ENSMUST00000202886	Plb1	5	32390052	0.955285292269118	1.17876756683336e-05	0.00462666858440749
ENSMUSG00000045075	ENSMUST00000062249,ENSMUST00000191115	Gm9796	11	95587720	-0.967099615196564	1.16942089281087e-05	0.00462666858440749
ENSMUSG00000040945	ENSMUST00000038893,ENSMUST00000071169,ENSMUST00000129838,ENSMUST00000138682,ENSMUST00000138808	Rcc2	4	140427852	0.91495791963613	1.24307645907766e-05	0.00475822044613616
ENSMUSG00000050777	ENSMUST00000056089	Tmem37	1	119995107	-0.925743393411292	1.36677690927384e-05	0.00512281222781134
ENSMUSG00000089812	ENSMUST00000159407	Gm15867	1	192537231	0.930407060450502	1.38081192124295e-05	0.00512281222781134
ENSMUSG00000023066	ENSMUST00000023828,ENSMUST00000235272,ENSMUST00000235314,ENSMUST00000235728,ENSMUST00000235882,ENSMUST00000236313,ENSMUST00000236531,ENSMUST00000236676,ENSMUST00000237196,ENSMUST00000237640	Rttn	18	88989914	0.902921873516111	1.43638293853409e-05	0.00524823857011357
ENSMUSG00000035849	ENSMUST00000038214,ENSMUST00000103132,ENSMUST00000154622	Krt222	11	99123587	0.984874586697247	1.52298957399219e-05	0.0054816259069883
ENSMUSG00000020393	ENSMUST00000020662,ENSMUST00000151978	Kremen1	11	5141552	-0.934033784250956	1.61434861305537e-05	0.0057250024711515
ENSMUSG00000039795	ENSMUST00000037839,ENSMUST00000108377,ENSMUST00000125734,ENSMUST00000127313,ENSMUST00000140634,ENSMUST00000156414,ENSMUST00000183798,ENSMUST00000184644	Zfand1	3	10405013	0.848960275017804	1.65046691994483e-05	0.005768262286155
ENSMUSG00000020287	ENSMUST00000020528,ENSMUST00000138050,ENSMUST00000142964,ENSMUST00000144903	Mpg	11	32176505	0.876518210677117	1.92984852567372e-05	0.00664832817094595
ENSMUSG00000030754	ENSMUST00000033012,ENSMUST00000209394,ENSMUST00000211417	Copb1	7	113814794	-0.911867415026379	1.99590845660692e-05	0.00677906090578534
ENSMUSG00000045776	ENSMUST00000055662,ENSMUST00000224708,ENSMUST00000224760	Lrtm1	14	28740165	0.966194923162634	2.12853616664475e-05	0.00712911800814417
ENSMUSG00000068009	ENSMUST00000088955,ENSMUST00000135501	Bpifb6	2	153742308	0.900367889259018	2.16268961670347e-05	0.00714428220641152
ENSMUSG00000079143	ENSMUST00000155877	Atxn7l1os1	12	33243993	-0.863576618457431	2.26001893769563e-05	0.00736491306520677
ENSMUSG00000031536	ENSMUST00000033938,ENSMUST00000210950	Polb	8	23118142	0.910012194457767	2.34075252859314e-05	0.00752629963026981
ENSMUSG00000001750	ENSMUST00000001801,ENSMUST00000122885,ENSMUST00000125792,ENSMUST00000126070,ENSMUST00000126643,ENSMUST00000127308,ENSMUST00000131327,ENSMUST00000132164,ENSMUST00000134698,ENSMUST00000135070,ENSMUST00000145791,ENSMUST00000159824,ENSMUST00000162688,ENSMUST00000236590	Tcirg1	19	3946050	-0.916174404927099	2.37348585008612e-05	0.0075311330624772
ENSMUSG00000019945	ENSMUST00000020103,ENSMUST00000166919	Cabcoco1	10	68266783	0.846272239909858	2.48278292487421e-05	0.00773293711838389
ENSMUSG00000033088	ENSMUST00000109687,ENSMUST00000109688,ENSMUST00000109689,ENSMUST00000109690,ENSMUST00000129922,ENSMUST00000130663,ENSMUST00000137934,ENSMUST00000140228,ENSMUST00000144151,ENSMUST00000229270,ENSMUST00000229535,ENSMUST00000229943	Triobp	15	78831924	-0.904695286385026	2.50121955311608e-05	0.00773293711838389
ENSMUSG00000024511	ENSMUST00000069749,ENSMUST00000117692,ENSMUST00000121693,ENSMUST00000127217	Rab27b	18	70112202	0.775837978392669	2.53824521303442e-05	0.00774807383700316
ENSMUSG00000024497	ENSMUST00000025374,ENSMUST00000237247	Pou4f3	18	42527604	-0.943698994437669	2.64838432544209e-05	0.00778851073268731
ENSMUSG00000037465	ENSMUST00000074043,ENSMUST00000226363,ENSMUST00000227920,ENSMUST00000228416,ENSMUST00000228732,ENSMUST00000228772	Klf10	15	38291707	0.82592481414181	2.64104513377349e-05	0.00778851073268731
ENSMUSG00000062542	ENSMUST00000073459,ENSMUST00000127444,ENSMUST00000130414,ENSMUST00000137663,ENSMUST00000144003	Syt9	7	106969935	0.933740468224031	2.64674047531444e-05	0.00778851073268731
ENSMUSG00000110156	ENSMUST00000209642,ENSMUST00000210917,ENSMUST00000235359	Gm42067	19	5962850	-0.939414265533147	2.81147860462443e-05	0.00816853090970098
ENSMUSG00000003418	ENSMUST00000003509,ENSMUST00000150781	St8sia6	2	13655832	-0.843313260114083	3.26676248866327e-05	0.00820603931397029
ENSMUSG00000004947	ENSMUST00000005072,ENSMUST00000111142,ENSMUST00000111144,ENSMUST00000111145,ENSMUST00000125827,ENSMUST00000130345,ENSMUST00000140146,ENSMUST00000142041,ENSMUST00000199239	Dtx2	5	136023654	0.886135187661528	3.11875851124086e-05	0.00820603931397029
ENSMUSG00000005803	ENSMUST00000005953,ENSMUST00000110506,ENSMUST00000124460,ENSMUST00000126403,ENSMUST00000141698,ENSMUST00000147310,ENSMUST00000147475,ENSMUST00000176343,ENSMUST00000176999	Sqor	2	122607157	-0.894318214365915	2.92407018236328e-05	0.00820603931397029
ENSMUSG00000018398	ENSMUST00000108987,ENSMUST00000117061,ENSMUST00000120878,ENSMUST00000121334,ENSMUST00000142800,ENSMUST00000145927,ENSMUST00000147912	Septin8	11	53410084	0.879122205046806	3.07403298160781e-05	0.00820603931397029
ENSMUSG00000032401	ENSMUST00000034969,ENSMUST00000118215,ENSMUST00000124020,ENSMUST00000132018,ENSMUST00000139755,ENSMUST00000145011	Lctl	9	64024429	0.930866994615266	3.0897017177088e-05	0.00820603931397029
ENSMUSG00000032867	ENSMUST00000049474,ENSMUST00000201545	Fbxw8	5	118203030	-0.864656111047606	3.07313557345233e-05	0.00820603931397029
ENSMUSG00000033313	ENSMUST00000036221,ENSMUST00000126923	Fbxl8	8	105991280	0.860565854938236	3.25592149049571e-05	0.00820603931397029
ENSMUSG00000034227	ENSMUST00000036215	Foxj1	11	116221530	0.929116284274712	3.2250899823927e-05	0.00820603931397029
ENSMUSG00000035004	ENSMUST00000047194	Igsf6	7	120663290	0.885129310593684	3.12927773480025e-05	0.00820603931397029
ENSMUSG00000037979	ENSMUST00000036206,ENSMUST00000135495,ENSMUST00000143268	Ccdc92	5	124911482	0.940712220154675	2.88006323080087e-05	0.00820603931397029
ENSMUSG00000038009	ENSMUST00000061295,ENSMUST00000146173	Dnajc22	15	98991051	0.868670715967716	3.16866461064175e-05	0.00820603931397029
ENSMUSG00000042211	ENSMUST00000048688,ENSMUST00000235807,ENSMUST00000236904,ENSMUST00000237378	Fbxo38	18	62637226	0.847962256186452	3.14740917761033e-05	0.00820603931397029
ENSMUSG00000097825	ENSMUST00000181083,ENSMUST00000181335,ENSMUST00000200144	9630001P10Rik	5	45796041	-0.916157653992029	3.20974292180536e-05	0.00820603931397029
ENSMUSG00000020411	ENSMUST00000020679	Nipal4	11	46038982	0.856628523587736	3.32039549131704e-05	0.00825477703846499
ENSMUSG00000004356	ENSMUST00000004470,ENSMUST00000218967,ENSMUST00000218990,ENSMUST00000219662,ENSMUST00000220188,ENSMUST00000220275,ENSMUST00000220439	Utp20	10	88582469	0.943583680115963	3.42291116138526e-05	0.00830108107001552
ENSMUSG00000037085	ENSMUST00000036937	Trmt12	15	58744523	-0.861660868958871	3.38576809246848e-05	0.00830108107001552
ENSMUSG00000079445	ENSMUST00000113306,ENSMUST00000188695,ENSMUST00000189618	B3gnt7	1	86230554	0.897369251252365	3.44228947543667e-05	0.00830108107001552
ENSMUSG00000027120	ENSMUST00000028533	Fshb	2	106886485	-0.928868088646037	3.6218839805977e-05	0.0086476962566449
ENSMUSG00000016763	ENSMUST00000016907,ENSMUST00000043634,ENSMUST00000076060,ENSMUST00000144773,ENSMUST00000171496,ENSMUST00000229057,ENSMUST00000230060	Scube1	15	83489200	0.926787870472026	3.71104754916771e-05	0.00877371682825286
ENSMUSG00000006675	ENSMUST00000006853,ENSMUST00000191674,ENSMUST00000192080,ENSMUST00000193621,ENSMUST00000194900,ENSMUST00000195181	P4htm	9	108456061	0.795298963347379	4.06087486540582e-05	0.00890254521629649
ENSMUSG00000034620	ENSMUST00000038772,ENSMUST00000125506,ENSMUST00000129359,ENSMUST00000135083,ENSMUST00000140299,ENSMUST00000141057	Rxylt1	10	121914019	0.886327202677244	3.97802205381224e-05	0.00890254521629649
ENSMUSG00000036707	ENSMUST00000097666,ENSMUST00000113360,ENSMUST00000126962,ENSMUST00000130754,ENSMUST00000187623	Cab39	1	85721162	-0.896633920258298	4.0313960709987e-05	0.00890254521629649
ENSMUSG00000036862	ENSMUST00000078482,ENSMUST00000140959,ENSMUST00000154659	Dchs1	7	105402197	0.929954604635935	3.82708239555972e-05	0.00890254521629649
ENSMUSG00000048699	ENSMUST00000023714	Krt90	15	101460791	0.873401102260394	4.01557960112023e-05	0.00890254521629649
ENSMUSG00000050017	ENSMUST00000086635,ENSMUST00000196192,ENSMUST00000198137,ENSMUST00000200298	Pitpnb	5	111478629	-0.896311894368828	3.98993273461595e-05	0.00890254521629649
ENSMUSG00000050195	ENSMUST00000058856,ENSMUST00000133314	Scd4	19	44321531	-0.885089090171992	3.86445736288486e-05	0.00890254521629649
ENSMUSG00000089711	ENSMUST00000161924	Gm16240	10	76128999	-0.929021627630212	3.96561273044283e-05	0.00890254521629649
ENSMUSG00000038623	ENSMUST00000041890,ENSMUST00000119543,ENSMUST00000124616,ENSMUST00000126334,ENSMUST00000130006,ENSMUST00000134861,ENSMUST00000147977	Tm6sf1	7	81508749	-0.894783759574954	4.1456807181468e-05	0.00900658473136127
ENSMUSG00000059336	ENSMUST00000091813,ENSMUST00000160292,ENSMUST00000160639	Slc14a1	18	78143306	-0.882167114474694	4.47843107885636e-05	0.0096426219166626
ENSMUSG00000116165	ENSMUST00000089378	Pdxp	15	78798119	0.81225800501446	4.84622289575546e-05	0.0103421827549684
ENSMUSG00000036026	ENSMUST00000113523,ENSMUST00000127065,ENSMUST00000129177,ENSMUST00000131089,ENSMUST00000133741,ENSMUST00000143907,ENSMUST00000145873,ENSMUST00000151439,ENSMUST00000156254	Tmem63b	17	45971097	0.824439781996149	5.08583835603519e-05	0.010664781909199
ENSMUSG00000105929	ENSMUST00000196072	Gm43693	5	33141914	-0.910588967951514	5.05210258590687e-05	0.010664781909199
ENSMUSG00000055775	ENSMUST00000019625,ENSMUST00000108685,ENSMUST00000108686,ENSMUST00000139052	Myh8	11	67167950	0.912576914471925	5.14748350438371e-05	0.0107009969576046
ENSMUSG00000032281	ENSMUST00000034822,ENSMUST00000128163,ENSMUST00000128624,ENSMUST00000132914,ENSMUST00000138315	Acsbg1	9	54512161	0.846391292511171	5.21436025493085e-05	0.0107473758587741
ENSMUSG00000092544	ENSMUST00000126915,ENSMUST00000149782	Gm20422	8	70195512	-0.893923901402558	5.35027405905715e-05	0.0109340558418782
ENSMUSG00000028339	ENSMUST00000082303,ENSMUST00000102917,ENSMUST00000107730,ENSMUST00000107731,ENSMUST00000124105,ENSMUST00000140094,ENSMUST00000140413,ENSMUST00000146967,ENSMUST00000148103	Col15a1	4	47208161	0.863881876527857	5.41799918128367e-05	0.0109794159879543
ENSMUSG00000022793	ENSMUST00000023482,ENSMUST00000114708,ENSMUST00000114710,ENSMUST00000114711,ENSMUST00000114712,ENSMUST00000154902,ENSMUST00000161010,ENSMUST00000231655,ENSMUST00000232454	B4galt4	16	38562626	-0.88082365568076	5.62851709382155e-05	0.0112273890831305
ENSMUSG00000046750	ENSMUST00000056589,ENSMUST00000156408	Selenov	7	27984077	-0.902168764545885	5.63348156358613e-05	0.0112273890831305
ENSMUSG00000020116	ENSMUST00000020317,ENSMUST00000123754	Pno1	11	17153198	-0.898487329538553	5.78708214121331e-05	0.0113459744581593
ENSMUSG00000023992	ENSMUST00000024791,ENSMUST00000024791.2,ENSMUST00000113237,ENSMUST00000132340,ENSMUST00000148545	Trem2	17	48653429	0.904568465881458	5.78291583179091e-05	0.0113459744581593
ENSMUSG00000033544	ENSMUST00000027885,ENSMUST00000111720	Angptl1	1	156666132	0.850414292637023	5.87443046281292e-05	0.0114243460169946
ENSMUSG00000045573	ENSMUST00000070375,ENSMUST00000133567	Penk	4	4133531	-0.880066703737297	6.1721586065873e-05	0.0119073283838282
ENSMUSG00000007670	ENSMUST00000007814,ENSMUST00000232759,ENSMUST00000232765,ENSMUST00000233246,ENSMUST00000233480	Khsrp	17	57328051	0.909169739062594	6.22665775140472e-05	0.0119171310853274
ENSMUSG00000045962	ENSMUST00000035513,ENSMUST00000060043,ENSMUST00000088644,ENSMUST00000088646,ENSMUST00000159151,ENSMUST00000159397,ENSMUST00000159785,ENSMUST00000159903,ENSMUST00000160493,ENSMUST00000160686,ENSMUST00000160769,ENSMUST00000160820,ENSMUST00000160872,ENSMUST00000161048,ENSMUST00000161185,ENSMUST00000161243,ENSMUST00000161392,ENSMUST00000161512,ENSMUST00000161802,ENSMUST00000162190,ENSMUST00000162368,ENSMUST00000162541,ENSMUST00000177761,ENSMUST00000203030,ENSMUST00000203335,ENSMUST00000204207	Wnk1	6	119900930	0.879804227333543	6.3974763504136e-05	0.0121476489913562
ENSMUSG00000007613	ENSMUST00000007757,ENSMUST00000044234,ENSMUST00000107725,ENSMUST00000123962,ENSMUST00000126171	Tgfbr1	4	47353222	0.904121413663167	6.57648636128558e-05	0.0123899975470626
